timestamp,consumption_kwh
2012-02-01 00:00:00,0.378
2012-02-01 00:30:00,0.353
2012-02-01 01:00:00,0.199
2012-02-01 01:30:00,0.115
2012-02-01 02:00:00,0.144
2012-02-01 02:30:00,0.061
2012-02-01 03:00:00,0.105
2012-02-01 03:30:00,0.162
2012-02-01 04:00:00,0.078
2012-02-01 04:30:00,0.139
2012-02-01 05:00:00,0.145
2012-02-01 05:30:00,0.11
2012-02-01 06:00:00,0.162
2012-02-01 06:30:00,0.173
2012-02-01 07:00:00,0.214
2012-02-01 07:30:00,0.704
2012-02-01 08:00:00,0.516
2012-02-01 08:30:00,0.088
2012-02-01 09:00:00,0.112
2012-02-01 09:30:00,0.132
2012-02-01 10:00:00,0.063
2012-02-01 10:30:00,0.124
2012-02-01 11:00:00,0.145
2012-02-01 11:30:00,0.095
2012-02-01 12:00:00,0.124
2012-02-01 12:30:00,0.115
2012-02-01 13:00:00,0.063
2012-02-01 13:30:00,0.14
2012-02-01 14:00:00,0.104
2012-02-01 14:30:00,0.109
2012-02-01 15:00:00,0.147
2012-02-01 15:30:00,0.095
2012-02-01 16:00:00,0.115
2012-02-01 16:30:00,0.196
2012-02-01 17:00:00,0.129
2012-02-01 17:30:00,0.355
2012-02-01 18:00:00,0.734
2012-02-01 18:30:00,0.6
2012-02-01 19:00:00,0.797
2012-02-01 19:30:00,1.834
2012-02-01 20:00:00,0.744
2012-02-01 20:30:00,0.502
2012-02-01 21:00:00,0.601
2012-02-01 21:30:00,0.5
2012-02-01 22:00:00,0.677
2012-02-01 22:30:00,0.69
2012-02-01 23:00:00,0.426
2012-02-01 23:30:00,0.59
2012-02-02 00:00:00,0.247
2012-02-02 00:30:00,0.177
2012-02-02 01:00:00,0.236
2012-02-02 01:30:00,0.135
2012-02-02 02:00:00,0.09
2012-02-02 02:30:00,0.159
2012-02-02 03:00:00,0.13
2012-02-02 03:30:00,0.123
2012-02-02 04:00:00,0.143
2012-02-02 04:30:00,0.083
2012-02-02 05:00:00,0.062
2012-02-02 05:30:00,0.179
2012-02-02 06:00:00,0.121
2012-02-02 06:30:00,0.117
2012-02-02 07:00:00,0.345
2012-02-02 07:30:00,0.649
2012-02-02 08:00:00,0.383
2012-02-02 08:30:00,0.377
2012-02-02 09:00:00,0.819
2012-02-02 09:30:00,0.177
2012-02-02 10:00:00,0.176
2012-02-02 10:30:00,0.12
2012-02-02 11:00:00,1.011
2012-02-02 11:30:00,1.169
2012-02-02 12:00:00,0.833
2012-02-02 12:30:00,0.961
2012-02-02 13:00:00,0.381
2012-02-02 13:30:00,1.136
2012-02-02 14:00:00,0.124
2012-02-02 14:30:00,0.153
2012-02-02 15:00:00,0.146
2012-02-02 15:30:00,0.068
2012-02-02 16:00:00,0.216
2012-02-02 16:30:00,0.449
2012-02-02 17:00:00,0.427
2012-02-02 17:30:00,0.7
2012-02-02 18:00:00,0.746
2012-02-02 18:30:00,0.538
2012-02-02 19:00:00,0.509
2012-02-02 19:30:00,1.143
2012-02-02 20:00:00,0.669
2012-02-02 20:30:00,0.348
2012-02-02 21:00:00,0.313
2012-02-02 21:30:00,0.647
2012-02-02 22:00:00,0.563
2012-02-02 22:30:00,0.381
2012-02-02 23:00:00,0.489
2012-02-02 23:30:00,0.451
2012-02-03 00:00:00,0.602
2012-02-03 00:30:00,0.426
2012-02-03 01:00:00,0.322
2012-02-03 01:30:00,0.135
2012-02-03 02:00:00,0.2
2012-02-03 02:30:00,0.16
2012-02-03 03:00:00,0.081
2012-02-03 03:30:00,0.138
2012-02-03 04:00:00,0.102
2012-02-03 04:30:00,0.069
2012-02-03 05:00:00,0.14
2012-02-03 05:30:00,0.152
2012-02-03 06:00:00,0.156
2012-02-03 06:30:00,0.185
2012-02-03 07:00:00,0.226
2012-02-03 07:30:00,0.673
2012-02-03 08:00:00,0.547
2012-02-03 08:30:00,0.181
2012-02-03 09:00:00,0.162
2012-02-03 09:30:00,0.17
2012-02-03 10:00:00,0.081
2012-02-03 10:30:00,0.126
2012-02-03 11:00:00,0.14
2012-02-03 11:30:00,0.118
2012-02-03 12:00:00,0.217
2012-02-03 12:30:00,1.509
2012-02-03 13:00:00,0.69
2012-02-03 13:30:00,0.218
2012-02-03 14:00:00,0.147
2012-02-03 14:30:00,1.811
2012-02-03 15:00:00,1.199
2012-02-03 15:30:00,1.43
2012-02-03 16:00:00,1.277
2012-02-03 16:30:00,0.454
2012-02-03 17:00:00,0.283
2012-02-03 17:30:00,1.118
2012-02-03 18:00:00,1.736
2012-02-03 18:30:00,1.753
2012-02-03 19:00:00,1.453
2012-02-03 19:30:00,1.178
2012-02-03 20:00:00,1.249
2012-02-03 20:30:00,0.717
2012-02-03 21:00:00,0.563
2012-02-03 21:30:00,0.941
2012-02-03 22:00:00,0.902
2012-02-03 22:30:00,0.387
2012-02-03 23:00:00,0.301
2012-02-03 23:30:00,0.419
2012-02-04 00:00:00,0.193
2012-02-04 00:30:00,0.091
2012-02-04 01:00:00,0.12
2012-02-04 01:30:00,0.23
2012-02-04 02:00:00,0.175
2012-02-04 02:30:00,0.122
2012-02-04 03:00:00,0.162
2012-02-04 03:30:00,0.088
2012-02-04 04:00:00,0.144
2012-02-04 04:30:00,0.189
2012-02-04 05:00:00,0.088
2012-02-04 05:30:00,0.188
2012-02-04 06:00:00,0.187
2012-02-04 06:30:00,0.136
2012-02-04 07:00:00,0.19
2012-02-04 07:30:00,0.204
2012-02-04 08:00:00,0.16
2012-02-04 08:30:00,0.279
2012-02-04 09:00:00,0.358
2012-02-04 09:30:00,0.153
2012-02-04 10:00:00,0.275
2012-02-04 10:30:00,0.684
2012-02-04 11:00:00,0.624
2012-02-04 11:30:00,0.966
2012-02-04 12:00:00,1.927
2012-02-04 12:30:00,1.31
2012-02-04 13:00:00,1.487
2012-02-04 13:30:00,0.649
2012-02-04 14:00:00,0.843
2012-02-04 14:30:00,1.446
2012-02-04 15:00:00,1.439
2012-02-04 15:30:00,0.711
2012-02-04 16:00:00,0.558
2012-02-04 16:30:00,1.363
2012-02-04 17:00:00,1.288
2012-02-04 17:30:00,1.224
2012-02-04 18:00:00,0.704
2012-02-04 18:30:00,0.469
2012-02-04 19:00:00,0.397
2012-02-04 19:30:00,0.475
2012-02-04 20:00:00,0.624
2012-02-04 20:30:00,0.682
2012-02-04 21:00:00,1.076
2012-02-04 21:30:00,0.411
2012-02-04 22:00:00,0.308
2012-02-04 22:30:00,0.296
2012-02-04 23:00:00,0.241
2012-02-04 23:30:00,0.561
2012-02-05 00:00:00,0.399
2012-02-05 00:30:00,0.175
2012-02-05 01:00:00,0.203
2012-02-05 01:30:00,0.183
2012-02-05 02:00:00,0.091
2012-02-05 02:30:00,0.137
2012-02-05 03:00:00,0.142
2012-02-05 03:30:00,0.098
2012-02-05 04:00:00,0.151
2012-02-05 04:30:00,0.102
2012-02-05 05:00:00,0.077
2012-02-05 05:30:00,0.199
2012-02-05 06:00:00,0.143
2012-02-05 06:30:00,0.16
2012-02-05 07:00:00,0.215
2012-02-05 07:30:00,0.145
