timestamp,consumption_kwh
2012-02-01 00:00:00,0.563
2012-02-01 00:30:00,0.55
2012-02-01 01:00:00,0.555
2012-02-01 01:30:00,0.549
2012-02-01 02:00:00,0.544
2012-02-01 02:30:00,0.552
2012-02-01 03:00:00,0.553
2012-02-01 03:30:00,0.551
2012-02-01 04:00:00,0.561
2012-02-01 04:30:00,0.554
2012-02-01 05:00:00,0.552
2012-02-01 05:30:00,0.56
2012-02-01 06:00:00,0.548
2012-02-01 06:30:00,1.042
2012-02-01 07:00:00,1.565
2012-02-01 07:30:00,1.928
2012-02-01 08:00:00,1.724
2012-02-01 08:30:00,1.141
2012-02-01 09:00:00,1.652
2012-02-01 09:30:00,1.5
2012-02-01 10:00:00,1.643
2012-02-01 10:30:00,0.941
2012-02-01 11:00:00,0.646
2012-02-01 11:30:00,1.603
2012-02-01 12:00:00,0.935
2012-02-01 12:30:00,0.661
2012-02-01 13:00:00,0.459
2012-02-01 13:30:00,1.399
2012-02-01 14:00:00,1.116
2012-02-01 14:30:00,0.998
2012-02-01 15:00:00,1.004
2012-02-01 15:30:00,1.08
2012-02-01 16:00:00,0.93
2012-02-01 16:30:00,1.074
2012-02-01 17:00:00,1.604
2012-02-01 17:30:00,1.794
2012-02-01 18:00:00,2.166
2012-02-01 18:30:00,2.383
2012-02-01 19:00:00,3.041
2012-02-01 19:30:00,2.842
2012-02-01 20:00:00,1.763
2012-02-01 20:30:00,1.378
2012-02-01 21:00:00,1.047
2012-02-01 21:30:00,1.041
2012-02-01 22:00:00,1.042
2012-02-01 22:30:00,0.964
2012-02-01 23:00:00,0.896
2012-02-01 23:30:00,0.836
2012-02-02 00:00:00,0.485
2012-02-02 00:30:00,0.412
2012-02-02 01:00:00,0.408
2012-02-02 01:30:00,0.408
2012-02-02 02:00:00,0.401
2012-02-02 02:30:00,0.404
2012-02-02 03:00:00,0.41
2012-02-02 03:30:00,0.415
2012-02-02 04:00:00,0.411
2012-02-02 04:30:00,0.413
2012-02-02 05:00:00,0.409
2012-02-02 05:30:00,0.408
2012-02-02 06:00:00,0.402
2012-02-02 06:30:00,0.945
2012-02-02 07:00:00,1.267
2012-02-02 07:30:00,1.701
2012-02-02 08:00:00,1.395
2012-02-02 08:30:00,0.728
2012-02-02 09:00:00,0.774
2012-02-02 09:30:00,0.765
2012-02-02 10:00:00,0.524
2012-02-02 10:30:00,1.289
2012-02-02 11:00:00,2.131
2012-02-02 11:30:00,1.328
2012-02-02 12:00:00,1.604
2012-02-02 12:30:00,0.981
2012-02-02 13:00:00,0.488
2012-02-02 13:30:00,0.457
2012-02-02 14:00:00,1.417
2012-02-02 14:30:00,1.308
2012-02-02 15:00:00,0.518
2012-02-02 15:30:00,0.417
2012-02-02 16:00:00,0.643
2012-02-02 16:30:00,0.728
2012-02-02 17:00:00,1.199
2012-02-02 17:30:00,1.375
