value,value_diff,value_rolling_mean_3,value_volatility_3,value_ewm_3,value_rolling_mean_6,value_volatility_6,value_ewm_6,value_rolling_mean_12,value_volatility_12,value_ewm_12,value_rolling_mean_24,value_volatility_24,value_ewm_24,drift_flag,time_since_last_spike
1.129,0.0,1.0235666666666667,0.0,1.129,1.03015,0.0,1.129,0.8556166666666667,0.0,1.129,0.7821666666666666,0.0,1.129,0,1
1.1222,-0.006799999999999917,1.0235666666666667,0.0,1.1256,1.03015,0.0,1.127057142857143,0.8556166666666667,0.0,1.127953846153846,0.7821666666666666,0.0,1.1284560000000001,1,0
0.8195,-0.3027000000000001,1.0235666666666667,0.17675962020024058,0.97255,1.03015,0.0,1.0391836734693878,0.8556166666666667,0.0,1.0804994082840236,0.7821666666666666,0.0,1.1037395200000002,1,0
1.1218,0.3022999999999999,1.0211666666666666,0.17464857094557998,1.047175,1.03015,0.0,1.06278833819242,0.8556166666666667,0.0,1.086853345471097,0.7821666666666666,0.0,1.1051843584000003,1,0
0.9397,-0.18209999999999993,0.9603333333333333,0.15220257334662005,0.9934375,1.03015,0.0,1.0276202415660143,0.8556166666666667,0.0,1.0642143692447743,0.7821666666666666,0.0,1.0919456097280003,1,0
1.0487,0.10899999999999999,1.0367333333333333,0.09163789245357667,1.02106875,1.03015,0.1261292789165148,1.03364302969001,0.8556166666666667,0.0,1.0618275432071167,0.7821666666666666,0.0,1.0884859609497604,0,1
0.5626,-0.4861,0.8503333333333333,0.25507470147651506,0.791834375,0.9357500000000001,0.21675169895527913,0.8990593069214359,0.8556166666666667,0.0,0.9850233057906372,0.7821666666666666,0.0,1.0464150840737796,1,0
0.9148,0.35219999999999996,0.8420333333333332,0.25108672472540894,0.8533171875,0.9011833333333333,0.19667875753793698,0.9035566478010255,0.8556166666666667,0.0,0.9742197202843854,0.7821666666666666,0.0,1.0358858773478772,0,1
0.6668,-0.248,0.7147333333333332,0.18092654126283758,0.76005859375,0.8757333333333333,0.21807789128351962,0.8359118912864467,0.8556166666666667,0.0,0.9269243787021723,0.7821666666666666,0.0,1.006359007160047,0,2
0.4998,-0.16699999999999993,0.6937999999999999,0.20881331375178144,0.629929296875,0.7720666666666666,0.2254268099997571,0.739879922347462,0.8556166666666667,0.0,0.861212935824915,0.7821666666666666,0.0,0.9658342865872434,0,3
0.8462,0.34639999999999993,0.6709333333333332,0.17323698604320398,0.7380646484375,0.7564833333333333,0.2144872995463055,0.7702570873910443,0.8556166666666667,0.0,0.8589032533903126,0.7821666666666666,0.0,0.9562635436602639,0,4
0.5963,-0.2498999999999999,0.6474333333333333,0.1787713716827536,0.66718232421875,0.6810833333333334,0.16503403790329604,0.7205550624221745,0.8556166666666667,0.22987481903036358,0.8185027528687261,0.7821666666666666,0.0,0.9274664601674428,0,5
0.7555,0.1591999999999999,0.7326666666666665,0.12650503283795977,0.711341162109375,0.7132333333333333,0.15587108348461098,0.7305393303015533,0.8244916666666667,0.2142484685776745,0.8088100216581529,0.7821666666666666,0.0,0.9137091433540475,0,6
0.4244,-0.33109999999999995,0.5920666666666666,0.16559058950717342,0.5678705810546876,0.6315000000000001,0.15760236038841513,0.6430709502153952,0.7663416666666666,0.22069981446766235,0.7496700183261293,0.7821666666666666,0.0,0.8745644118857238,1,0
1.0014,0.5770000000000001,0.7271,0.28954649022220935,0.7846352905273438,0.6872666666666666,0.21959640859236879,0.7454506787252823,0.7815,0.23070283916761833,0.7883977078144171,0.7821666666666666,0.0,0.8847112589348659,1,0
0.5519,-0.4495000000000001,0.6592333333333332,0.3031049048321938,0.6682676452636719,0.69595,0.21158492148544025,0.690150484803773,0.7340083333333333,0.21219809980441867,0.7520134450737376,0.7821666666666666,0.0,0.8580863582200766,1,0
0.469,-0.08289999999999997,0.6740999999999998,0.2864647796850425,0.5686338226318359,0.6330833333333333,0.21403683250007827,0.6269646320026949,0.6947833333333332,0.2142143184813382,0.7084729150623933,0.7821666666666666,0.0,0.8269594495624705,0,1
0.7556,0.2866000000000001,0.5921666666666665,0.14748201020237434,0.662116911315918,0.6596333333333333,0.21839722220455685,0.6637175942876392,0.6703583333333333,0.1848951076511579,0.7157232358220251,0.7821666666666666,0.0,0.8212506935974729,0,2
0.5437,-0.2119000000000001,0.5894333333333331,0.1486726045152006,0.6029084556579589,0.6243333333333333,0.21691487424025713,0.6294268530625995,0.6687833333333333,0.1859738292113035,0.6892581226186366,0.7821666666666666,0.0,0.7990466381096751,0,3
1.2065,0.6628,0.8352666666666666,0.3385056031047836,0.9047042278289794,0.7546833333333334,0.2940266206768813,0.7943048950447139,0.6930916666666667,0.23393339945118527,0.7688337960619233,0.7821666666666666,0.0,0.831642907060901,1,0
0.8289,-0.37759999999999994,0.8596999999999998,0.33247171308248163,0.8668021139144897,0.7259333333333333,0.27274086358055444,0.8041892107462242,0.7065999999999999,0.23693807015950186,0.778074750513935,0.7821666666666666,0.0,0.831423474496029,0,1
0.5345,-0.2944,0.8566333333333332,0.3368573189546774,0.7006510569572448,0.7230333333333334,0.27504419766042437,0.7271351505330172,0.7094916666666666,0.23438274237716897,0.7406017119733296,0.7821666666666666,0.0,0.8076695965363467,0,2
0.6888,0.1543,0.6840666666666665,0.1472570654784794,0.6947255284786225,0.7596666666666666,0.24772304427861896,0.7161822503807266,0.6963749999999999,0.23040722496957805,0.7326322178235866,0.7821666666666666,0.0,0.7981600288134391,0,3
0.7444,0.05559999999999998,0.6558999999999998,0.10874883907426233,0.7195627642393112,0.7578,0.24780200160612093,0.7242444645576618,0.7087166666666667,0.22851814661714126,0.7344426458507272,0.7821666666666666,0.2363831077365479,0.7938592265083639,0,4
0.5908,-0.15359999999999996,0.6746666666666665,0.0777692312764705,0.6551813821196556,0.7656499999999999,0.24029549101054717,0.686117474684044,0.6949916666666667,0.23039119482201373,0.7123437772583077,0.7597416666666666,0.2274078024676999,0.7776144883876949,0,5
