timestamp,consumption_kwh
2012-02-01 00:00:00,0.549
2012-02-01 00:30:00,0.539
2012-02-01 01:00:00,0.318
2012-02-01 01:30:00,0.321
2012-02-01 02:00:00,0.296
2012-02-01 02:30:00,0.241
2012-02-01 03:00:00,0.233
2012-02-01 03:30:00,0.298
2012-02-01 04:00:00,0.232
2012-02-01 04:30:00,0.24
2012-02-01 05:00:00,0.263
2012-02-01 05:30:00,0.256
2012-02-01 06:00:00,0.224
2012-02-01 06:30:00,0.31
2012-02-01 07:00:00,1.406
2012-02-01 07:30:00,1.339
2012-02-01 08:00:00,0.749
2012-02-01 08:30:00,0.791
2012-02-01 09:00:00,0.906
2012-02-01 09:30:00,0.577
2012-02-01 10:00:00,0.444
2012-02-01 10:30:00,0.29
2012-02-01 11:00:00,0.507
2012-02-01 11:30:00,0.423
2012-02-01 12:00:00,0.35
2012-02-01 12:30:00,0.361
2012-02-01 13:00:00,0.585
2012-02-01 13:30:00,0.46
2012-02-01 14:00:00,0.438
2012-02-01 14:30:00,0.368
2012-02-01 15:00:00,0.567
2012-02-01 15:30:00,0.448
2012-02-01 16:00:00,0.396
2012-02-01 16:30:00,0.324
2012-02-01 17:00:00,0.606
2012-02-01 17:30:00,0.591
2012-02-01 18:00:00,0.497
2012-02-01 18:30:00,0.4
2012-02-01 19:00:00,0.544
2012-02-01 19:30:00,0.534
2012-02-01 20:00:00,0.505
2012-02-01 20:30:00,0.946
2012-02-01 21:00:00,0.752
2012-02-01 21:30:00,0.585
2012-02-01 22:00:00,0.504
2012-02-01 22:30:00,0.721
2012-02-01 23:00:00,0.585
2012-02-01 23:30:00,0.558
2012-02-02 00:00:00,0.533
2012-02-02 00:30:00,0.69
2012-02-02 01:00:00,0.562
2012-02-02 01:30:00,0.505
2012-02-02 02:00:00,0.321
2012-02-02 02:30:00,0.353
2012-02-02 03:00:00,0.32
2012-02-02 03:30:00,0.244
2012-02-02 04:00:00,0.259
2012-02-02 04:30:00,0.222
2012-02-02 05:00:00,0.25
2012-02-02 05:30:00,0.263
2012-02-02 06:00:00,0.25
2012-02-02 06:30:00,0.219
2012-02-02 07:00:00,0.245
2012-02-02 07:30:00,0.447
2012-02-02 08:00:00,0.313
2012-02-02 08:30:00,0.345
2012-02-02 09:00:00,0.341
2012-02-02 09:30:00,0.518
2012-02-02 10:00:00,0.603
2012-02-02 10:30:00,0.415
2012-02-02 11:00:00,1.035
2012-02-02 11:30:00,0.96
2012-02-02 12:00:00,0.391
2012-02-02 12:30:00,0.339
2012-02-02 13:00:00,0.527
2012-02-02 13:30:00,0.46
2012-02-02 14:00:00,0.421
2012-02-02 14:30:00,0.418
2012-02-02 15:00:00,0.435
2012-02-02 15:30:00,0.305
2012-02-02 16:00:00,0.326
2012-02-02 16:30:00,0.295
2012-02-02 17:00:00,0.549
2012-02-02 17:30:00,1.627
2012-02-02 18:00:00,1.221
2012-02-02 18:30:00,1.139
2012-02-02 19:00:00,1.126
2012-02-02 19:30:00,1.338
2012-02-02 20:00:00,0.851
2012-02-02 20:30:00,1.246
2012-02-02 21:00:00,1.29
2012-02-02 21:30:00,1.343
2012-02-02 22:00:00,1.325
2012-02-02 22:30:00,1.304
2012-02-02 23:00:00,1.353
2012-02-02 23:30:00,1.271
2012-02-03 00:00:00,0.798
