timestamp,consumption_kwh
2012-02-01 07:30:00,0.626
2012-02-01 07:30:00,0.177
2012-02-01 07:30:00,1.339
2012-02-01 07:30:00,0.704
2012-02-01 07:30:00,0.891
2012-02-01 07:30:00,0.753
2012-02-01 08:00:00,0.749
2012-02-01 08:00:00,1.724
2012-02-01 08:00:00,0.516
2012-02-01 08:00:00,0.289
2012-02-01 08:00:00,0.532
2012-02-01 08:00:00,2.178
2012-02-01 08:00:00,1.37
2012-02-01 08:00:00,0.784
2012-02-01 08:00:00,0.894
2012-02-01 08:30:00,0.548
2012-02-01 08:30:00,0.088
2012-02-01 08:30:00,0.377
2012-02-01 08:30:00,0.592
2012-02-01 08:30:00,0.543
2012-02-01 08:30:00,0.855
2012-02-01 08:30:00,1.141
2012-02-01 08:30:00,0.791
2012-02-01 08:30:00,1.371
2012-02-01 09:00:00,0.866
2012-02-01 09:00:00,0.529
2012-02-01 09:00:00,0.565
2012-02-01 09:00:00,1.652
2012-02-01 09:00:00,0.906
2012-02-01 09:00:00,0.112
2012-02-01 09:00:00,1.165
2012-02-01 09:00:00,0.529
2012-02-01 09:00:00,0.972
2012-02-01 09:30:00,0.354
2012-02-01 09:30:00,0.976
2012-02-01 09:30:00,0.583
2012-02-01 09:30:00,0.378
2012-02-01 09:30:00,0.132
2012-02-01 09:30:00,1.5
2012-02-01 09:30:00,0.589
2012-02-01 09:30:00,0.577
2012-02-01 09:30:00,0.633
2012-02-01 10:00:00,0.394
2012-02-01 10:00:00,0.912
2012-02-01 10:00:00,0.421
2012-02-01 10:00:00,0.063
2012-02-01 10:00:00,0.444
2012-02-01 10:00:00,0.287
2012-02-01 10:00:00,1.643
2012-02-01 10:00:00,0.274
2012-02-01 10:00:00,1.038
2012-02-01 10:30:00,0.124
2012-02-01 10:30:00,0.967
2012-02-01 10:30:00,0.941
2012-02-01 10:30:00,0.683
2012-02-01 10:30:00,0.696
2012-02-01 10:30:00,0.294
2012-02-01 10:30:00,0.29
2012-02-01 10:30:00,0.124
2012-02-01 10:30:00,0.335
2012-02-01 11:00:00,0.457
2012-02-01 11:00:00,1.044
2012-02-01 11:00:00,0.646
2012-02-01 11:00:00,0.367
2012-02-01 11:00:00,0.875
2012-02-01 11:00:00,0.507
2012-02-01 11:00:00,0.179
2012-02-01 11:00:00,0.145
2012-02-01 11:00:00,0.288
2012-02-01 11:30:00,0.423
2012-02-01 11:30:00,0.186
2012-02-01 11:30:00,0.908
2012-02-01 11:30:00,0.33
2012-02-01 11:30:00,0.275
2012-02-01 11:30:00,0.214
2012-02-01 11:30:00,1.603
2012-02-01 11:30:00,0.8
2012-02-01 11:30:00,0.095
2012-02-01 12:00:00,0.35
2012-02-01 12:00:00,0.659
2012-02-01 12:00:00,0.368
2012-02-01 12:00:00,0.935
2012-02-01 12:00:00,0.124
2012-02-01 12:00:00,0.788
2012-02-01 12:00:00,0.985
2012-02-01 12:00:00,0.558
2012-02-01 12:00:00,0.279
2012-02-01 12:30:00,0.661
2012-02-01 12:30:00,1.448
2012-02-01 12:30:00,0.361
2012-02-01 12:30:00,0.356
2012-02-01 12:30:00,0.115
2012-02-01 12:30:00,0.692
2012-02-01 12:30:00,1.699
2012-02-01 12:30:00,0.872
2012-02-01 12:30:00,0.821
2012-02-01 13:00:00,0.459
2012-02-01 13:00:00,0.313
2012-02-01 13:00:00,0.727
2012-02-01 13:00:00,1.909
2012-02-01 13:00:00,0.803
2012-02-01 13:00:00,0.52
2012-02-01 13:00:00,0.063
2012-02-01 13:00:00,0.505
2012-02-01 13:00:00,0.585
2012-02-01 13:30:00,0.31
2012-02-01 13:30:00,0.14
2012-02-01 13:30:00,1.399
2012-02-01 13:30:00,0.368
2012-02-01 13:30:00,1.45
2012-02-01 13:30:00,0.46
2012-02-01 13:30:00,0.743
2012-02-01 13:30:00,0.505
2012-02-01 13:30:00,1.01
2012-02-01 14:00:00,0.406
2012-02-01 14:00:00,0.729
2012-02-01 14:00:00,0.104
2012-02-01 14:00:00,0.719
2012-02-01 14:00:00,1.405
2012-02-01 14:00:00,0.92
2012-02-01 14:00:00,0.438
2012-02-01 14:00:00,1.302
2012-02-01 14:00:00,1.116
2012-02-01 14:00:00,0.89
2012-02-01 14:30:00,0.715
2012-02-01 14:30:00,1.755
2012-02-01 14:30:00,0.109
2012-02-01 14:30:00,0.404
2012-02-01 14:30:00,0.998
2012-02-01 14:30:00,0.607
2012-02-01 14:30:00,0.523
2012-02-01 14:30:00,0.61
2012-02-01 14:30:00,0.368
2012-02-01 14:30:00,0.226
2012-02-01 15:00:00,0.565
2012-02-01 15:00:00,0.75
2012-02-01 15:00:00,1.864
2012-02-01 15:00:00,0.147
2012-02-01 15:00:00,0.426
2012-02-01 15:00:00,1.004
2012-02-01 15:00:00,0.567
2012-02-01 15:00:00,1.406
2012-02-01 15:00:00,1.301
2012-02-01 15:00:00,0.725
2012-02-01 15:30:00,0.39
2012-02-01 15:30:00,1.682
2012-02-01 15:30:00,0.977
2012-02-01 15:30:00,0.891
2012-02-01 15:30:00,0.979
2012-02-01 15:30:00,0.448
2012-02-01 15:30:00,1.08
2012-02-01 15:30:00,1.516
2012-02-01 15:30:00,0.816
2012-02-01 15:30:00,0.095
2012-02-01 16:00:00,0.301
2012-02-01 16:00:00,0.952
2012-02-01 16:00:00,0.93
2012-02-01 16:00:00,1.503
2012-02-01 16:00:00,0.396
2012-02-01 16:00:00,0.812
2012-02-01 16:00:00,0.466
2012-02-01 16:00:00,0.188
2012-02-01 16:00:00,0.115
2012-02-01 16:00:00,2.37
2012-02-01 16:30:00,0.916
2012-02-01 16:30:00,0.35
2012-02-01 16:30:00,2.446
2012-02-01 16:30:00,0.196
2012-02-01 16:30:00,1.074
2012-02-01 16:30:00,0.324
2012-02-01 16:30:00,1.779
2012-02-01 16:30:00,0.812
2012-02-01 16:30:00,1.027
2012-02-01 16:30:00,1.457
2012-02-01 17:00:00,0.129
2012-02-01 17:00:00,2.105
2012-02-01 17:00:00,1.143
2012-02-01 17:00:00,0.372
2012-02-01 17:00:00,0.606
2012-02-01 17:00:00,0.93
2012-02-01 17:00:00,2.349
2012-02-01 17:00:00,2.036
2012-02-01 17:00:00,0.912
2012-02-01 17:00:00,1.604
2012-02-01 17:30:00,1.848
2012-02-01 17:30:00,1.952
2012-02-01 17:30:00,1.476
2012-02-01 17:30:00,0.936
2012-02-01 17:30:00,1.233
2012-02-01 17:30:00,0.355
2012-02-01 17:30:00,0.591
2012-02-01 17:30:00,1.794
2012-02-01 17:30:00,0.93
2012-02-01 17:30:00,1.866
