value,value_diff,value_rolling_mean_3,value_volatility_3,value_ewm_3,value_rolling_mean_6,value_volatility_6,value_ewm_6,value_rolling_mean_12,value_volatility_12,value_ewm_12,value_rolling_mean_24,value_volatility_24,value_ewm_24,drift_flag,time_since_last_spike
1.213,0.0,0.8690000000000001,0.0,1.213,0.5151666666666667,0.0,1.213,0.33349999999999996,0.0,1.213,0.3496666666666666,0.0,1.213,0,1
0.903,-0.31000000000000005,0.8690000000000001,0.0,1.058,0.5151666666666667,0.0,1.1244285714285716,0.33349999999999996,0.0,1.1653076923076924,0.3496666666666666,0.0,1.1882000000000001,1,0
0.491,-0.41200000000000003,0.8690000000000001,0.3621988404178015,0.7745,0.5151666666666667,0.0,0.9434489795918368,0.33349999999999996,0.0,1.0615680473372782,0.3496666666666666,0.0,1.132424,1,0
0.158,-0.33299999999999996,0.5173333333333333,0.3731974455075132,0.46625,0.5151666666666667,0.0,0.7190349854227406,0.33349999999999996,0.0,0.9225575785161584,0.3496666666666666,0.0,1.0544700800000002,1,0
0.145,-0.013000000000000012,0.26466666666666666,0.19611816166110996,0.305625,0.5151666666666667,0.0,0.5550249895876718,0.33349999999999996,0.0,0.8029333356675186,0.3496666666666666,0.0,0.9817124736000002,1,0
0.181,0.036000000000000004,0.16133333333333333,0.018230011885164488,0.2433125,0.5151666666666667,0.4503840213269857,0.448160706848337,0.33349999999999996,0.0,0.7072512840263618,0.3496666666666666,0.0,0.9176554757120003,0,1
0.13,-0.05099999999999999,0.152,0.026210684844160472,0.18665625,0.33466666666666667,0.30988040703901665,0.35725764774881213,0.33349999999999996,0.0,0.6184433941761524,0.3496666666666666,0.0,0.8546430376550403,0,2
0.173,0.04299999999999998,0.16133333333333333,0.027428695436225874,0.179828125,0.213,0.13743798601551166,0.3046126055348658,0.33349999999999996,0.0,0.5499136412259751,0.3496666666666666,0.0,0.8001115946426371,0,3
0.126,-0.046999999999999986,0.143,0.026057628441588876,0.1529140625,0.15216666666666667,0.022480361800172217,0.25358043252490414,0.33349999999999996,0.0,0.48469615796044047,0.3496666666666666,0.0,0.7461826670712262,1,0
0.177,0.05099999999999999,0.15866666666666665,0.028360771028539365,0.16495703125,0.15533333333333332,0.024695478668506153,0.2317003089463601,0.33349999999999996,0.0,0.43735828750498806,0.3496666666666666,0.0,0.7006480537055281,1,0
